user_text,error_type,component_label,source
fix computer problem,General Repair,General Repair,auto_corrected_from_test
PC slow opening files also PC stuck on logo,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
fix pc slow loading programs,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
help gpu fan not working,GPU Overheat,GPU Overheat,auto_corrected_from_test
laptop no display,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
pc pc not start after update,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
PC slow boot Boot failure,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
graphics card thermal throttle please,GPU Overheat,GPU Overheat,auto_corrected_from_test
Monitor not detected Need better graphics card,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
fix graphics card thermal throttle,GPU Overheat,GPU Overheat,auto_corrected_from_test
pc power flicker problem,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
pc gpu thermal issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
GPU overheat warning plus System sluggish,GPU Overheat,GPU Overheat,auto_corrected_from_test
Computer stuck booting,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
GPU thermal issue and PC slow after update,GPU Overheat,GPU Overheat,auto_corrected_from_test
gpu cooling problem,GPU Overheat,GPU Overheat,auto_corrected_from_test
gpu cooling problem please,GPU Overheat,GPU Overheat,auto_corrected_from_test
the gpu thermal issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
fix pc power flicker,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
PC shutdown suddenly and Boot failure and Monitor not detected,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
PC no signal display and Low FPS problem,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
help pc power flicker,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
my pc slow loading programs,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
no display,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
Windows crash loop Windows not starting,Blue Screen (BSOD),Blue Screen (BSOD),auto_corrected_from_test
my gpu shutdown due to heat,GPU Overheat,GPU Overheat,auto_corrected_from_test
help gpu thermal issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
Graphics card thermal throttle,GPU Overheat,GPU Overheat,auto_corrected_from_test
Laptop charging light blink PC stuck on logo No display,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
PC on blank screen plus Graphics card upgrade needed,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
Graphics card too hot plus PC lag always,GPU Overheat,GPU Overheat,auto_corrected_from_test
gpu overheat warning,GPU Overheat,GPU Overheat,auto_corrected_from_test
GPU shutdown due to heat,GPU Overheat,GPU Overheat,auto_corrected_from_test
help gpu temperature high,GPU Overheat,GPU Overheat,auto_corrected_from_test
computer pc no display hdmi,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
gpu overheat warning please,GPU Overheat,GPU Overheat,auto_corrected_from_test
computer gpu shutdown due to heat,GPU Overheat,GPU Overheat,auto_corrected_from_test
laptop pc power flicker,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
gpu thermal issue problem,GPU Overheat,GPU Overheat,auto_corrected_from_test
"Graphics card thermal throttle, PC slow performance",GPU Overheat,GPU Overheat,auto_corrected_from_test
"PC dead after rain, PC not boot, PC on blank screen",PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
laptop pc not boot,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
help pc not start after update,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
"PC shutdown suddenly, Computer stuck booting, PC no signal",PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
pc not boot,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
gpu overheat warning,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC no display HDMI and Graphics card upgrade needed,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
help gpu thermal issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
my cpu shutdown due to heat,CPU Overheat,CPU Overheat,auto_corrected_from_test
laptop usb device not recognized,USB / Port Issue,USB / Port Issue,auto_corrected_from_test
PC no display HDMI and GPU bottleneck,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
pc gpu thermal issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
my graphics card fan loud,GPU Overheat,GPU Overheat,auto_corrected_from_test
the cpu shutdown due to heat,CPU Overheat,CPU Overheat,auto_corrected_from_test
GPU temperature high,GPU Overheat,GPU Overheat,auto_corrected_from_test
"GPU overheat warning, System slow overall",GPU Overheat,GPU Overheat,auto_corrected_from_test
PC no signal display and Graphics card upgrade needed,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
gpu shutdown due to heat please,GPU Overheat,GPU Overheat,auto_corrected_from_test
Computer stuck booting,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
"Screen black PC on, Graphics card not detect",No Display / No Signal,No Display / No Signal,auto_corrected_from_test
pc no display vga problem,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
pc slow loading programs please,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
GPU thermal issue System slow,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC not turning on PC stuck loading PC no display HDMI,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
the no display,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
Storage too slow PC stuck on logo,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
the no display,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
help graphics card fan loud,GPU Overheat,GPU Overheat,auto_corrected_from_test
pc gpu overheat warning,GPU Overheat,GPU Overheat,auto_corrected_from_test
gpu fan not working please,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC not boot,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
"PC on blank screen, Need better graphics card",No Display / No Signal,No Display / No Signal,auto_corrected_from_test
Windows crash loop also PC stuck on logo,Blue Screen (BSOD),Blue Screen (BSOD),auto_corrected_from_test
"PC can't connect WiFi, USB not detected",Wi-Fi Adapter Upgrade,Wi-Fi Adapter Upgrade,auto_corrected_from_test
pc no display vga problem,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
Monitor not detected plus Graphics card not detect,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
Screen black PC on and Graphics card not detect,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
Graphics card fan loud and PC lag always,GPU Overheat,GPU Overheat,auto_corrected_from_test
gpu temperature high,GPU Overheat,GPU Overheat,auto_corrected_from_test
pc no display hdmi issue,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
GPU thermal issue and PC very unresponsive,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC not boot,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
laptop pc no display vga,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
PC start only sometimes and Boot failure,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
GPU fan not working Computer slow,GPU Overheat,GPU Overheat,auto_corrected_from_test
"CPU shutdown due to heat, PC very unresponsive",CPU Overheat,CPU Overheat,auto_corrected_from_test
PC no display VGA,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
computer pc not start after update,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
pc not start after update problem,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
my pc slow loading programs,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
No display,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
pc no display hdmi problem,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
help gpu cooling problem,GPU Overheat,GPU Overheat,auto_corrected_from_test
Graphics card thermal throttle,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC no display VGA Need better graphics card,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
PC no display HDMI and GPU performance issue,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
fix computer problem,General Repair,General Repair,auto_corrected_from_test
fix gpu thermal issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
fix gpu cooling problem,GPU Overheat,GPU Overheat,auto_corrected_from_test
usb device not recognized,USB / Port Issue,USB / Port Issue,auto_corrected_from_test
GPU fan not working,GPU Overheat,GPU Overheat,auto_corrected_from_test
my gpu fan not working,GPU Overheat,GPU Overheat,auto_corrected_from_test
my computer problem,General Repair,General Repair,auto_corrected_from_test
pc power flicker problem,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
Graphics card fan loud,GPU Overheat,GPU Overheat,auto_corrected_from_test
pc gpu temperature high,GPU Overheat,GPU Overheat,auto_corrected_from_test
Monitor not detected Need better graphics card,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
gpu cooling problem,GPU Overheat,GPU Overheat,auto_corrected_from_test
"PC slow loading programs, Computer stuck booting",SSD Upgrade,SSD Upgrade,auto_corrected_from_test
PC restart again and again PC stuck loading PC no signal,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
PC not start after update,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
Storage upgrade required also Boot failure,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
help pc not start after update,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
pc gpu overheat warning,GPU Overheat,GPU Overheat,auto_corrected_from_test
usb device not recognized,USB / Port Issue,USB / Port Issue,auto_corrected_from_test
pc not start after update problem,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
"CPU shutdown due to heat, System sluggish, RAM outdated",CPU Overheat,CPU Overheat,auto_corrected_from_test
fix gpu temperature high,GPU Overheat,GPU Overheat,auto_corrected_from_test
fix pc slow loading programs,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
"PC restart again and again, PC stuck on logo, Monitor no signal",PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
Graphics card fan loud System sluggish,GPU Overheat,GPU Overheat,auto_corrected_from_test
my computer problem,General Repair,General Repair,auto_corrected_from_test
PC no display HDMI Graphics not good enough,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
PC shutdown suddenly plus Windows not starting,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
the pc no display vga,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
PC no display VGA plus Graphics card not detect,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
computer graphics card overheating,GPU Overheat,GPU Overheat,auto_corrected_from_test
the gpu shutdown due to heat,GPU Overheat,GPU Overheat,auto_corrected_from_test
the gpu overheat warning,GPU Overheat,GPU Overheat,auto_corrected_from_test
laptop gpu overheat warning,GPU Overheat,GPU Overheat,auto_corrected_from_test
my pc slow loading programs,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
Graphics card fan loud PC slow performance,GPU Overheat,GPU Overheat,auto_corrected_from_test
no display,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
PC dead after rain PC not start after update PC no display VGA,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
"Need faster storage, Boot failure",SSD Upgrade,SSD Upgrade,auto_corrected_from_test
help usb device not recognized,USB / Port Issue,USB / Port Issue,auto_corrected_from_test
computer stuck booting,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
"PC restart again and again, Boot failure",PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
GPU thermal issue plus PC slow performance,GPU Overheat,GPU Overheat,auto_corrected_from_test
CPU shutdown due to heat plus System sluggish,CPU Overheat,CPU Overheat,auto_corrected_from_test
usb device not recognized problem,USB / Port Issue,USB / Port Issue,auto_corrected_from_test
no display problem,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
"PC power flicker, PC stuck startup repair, PC no display VGA",PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
PC slow loading programs and Boot failure,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
pc power flicker please,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
laptop gpu shutdown due to heat,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC dead after rain and Computer stuck booting and PC no signal,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
"WiFi connected no internet, USB not working",Wi-Fi Adapter Upgrade,Wi-Fi Adapter Upgrade,auto_corrected_from_test
PC not detect WiFi plus USB not detected,Wi-Fi Adapter Upgrade,Wi-Fi Adapter Upgrade,auto_corrected_from_test
the usb device not recognized,USB / Port Issue,USB / Port Issue,auto_corrected_from_test
PC on blank screen also Graphics card upgrade needed,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
pc gpu shutdown due to heat,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC no display VGA,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
